State,Year,Quarter,HPI
WI,1987,2,116.59
WI,1987,3,118.06
WI,1987,4,119.35
WI,1988,1,120.24
WI,1988,2,122.16
WI,1988,3,124.40
WI,1988,4,125.04
WI,1989,1,127.32
WI,1989,2,128.78
WI,1989,3,131.00
WI,1989,4,131.72
WI,1990,1,133.79
WI,1990,2,135.89
WI,1990,3,137.69
WI,1990,4,138.06
WI,1991,1,140.02
WI,1991,2,141.98
WI,1991,3,144.11
WI,1991,4,145.52
WI,1992,1,147.21
WI,1992,2,149.83
WI,1992,3,151.66
WI,1992,4,153.63
WI,1993,1,154.84
WI,1993,2,157.04
WI,1993,3,159.29
WI,1993,4,161.36
WI,1994,1,165.66
WI,1994,2,171.72
WI,1994,3,175.49
WI,1994,4,175.68
WI,1995,1,177.94
WI,1995,2,181.83
WI,1995,3,184.30
WI,1995,4,186.57
WI,1996,1,188.05
WI,1996,2,189.87
WI,1996,3,192.06
WI,1996,4,194.29
WI,1997,1,196.44
WI,1997,2,198.14
WI,1997,3,200.83
WI,1997,4,202.86
WI,1998,1,204.14
WI,1998,2,206.52
WI,1998,3,208.91
WI,1998,4,209.68
WI,1999,1,213.42
WI,1999,2,216.83
WI,1999,3,219.71
WI,1999,4,221.01
WI,2000,1,227.74
WI,2000,2,228.96
WI,2000,3,232.34
WI,2000,4,235.14
WI,2001,1,238.70
WI,2001,2,241.94
WI,2001,3,245.14
WI,2001,4,247.01
WI,2002,1,251.09
WI,2002,2,254.52
WI,2002,3,257.22
WI,2002,4,259.07
WI,2003,1,261.75
WI,2003,2,264.08
WI,2003,3,268.04
WI,2003,4,276.80
WI,2004,1,278.94
WI,2004,2,284.59
WI,2004,3,295.17
WI,2004,4,298.57
WI,2005,1,304.03
WI,2005,2,309.55
WI,2005,3,315.49
WI,2005,4,318.56
WI,2006,1,320.87
WI,2006,2,320.67
WI,2006,3,322.10
WI,2006,4,326.07
WI,2007,1,327.37
WI,2007,2,326.84
WI,2007,3,325.15
WI,2007,4,326.86
WI,2008,1,327.73
WI,2008,2,322.90
WI,2008,3,317.25
WI,2008,4,317.88
WI,2009,1,319.41
WI,2009,2,314.56
WI,2009,3,307.49
WI,2009,4,306.68
WI,2010,1,302.70
WI,2010,2,301.14
WI,2010,3,304.26
WI,2010,4,302.29
WI,2011,1,295.58
WI,2011,2,290.90
WI,2011,3,293.55
WI,2011,4,294.63
WI,2012,1,291.91
WI,2012,2,289.68
WI,2012,3,292.22
WI,2012,4,292.36
WI,2013,1,291.43
WI,2013,2,291.50
WI,2013,3,291.90
WI,2013,4,290.99
WI,2014,1,290.20
WI,2014,2,294.96
WI,2014,3,297.94
WI,2014,4,299.52
WI,2015,1,300.99
WI,2015,2,304.71
WI,2015,3,307.66
WI,2015,4,309.72
WI,2016,1,312.34
WI,2016,2,317.15
WI,2016,3,321.07
WI,2016,4,323.40
WI,2017,1,326.90
WI,2017,2,335.93
WI,2017,3,340.54
WI,2017,4,340.57
WV,1975,1,49.02
WV,1975,2,67.94
WV,1975,3,68.36
WV,1975,4,68.36
WV,1976,1,63.72
WV,1976,2,68.79
WV,1976,3,69.53
WV,1976,4,65.31
WV,1977,1,70.79
WV,1977,2,83.68
WV,1977,3,73.22
WV,1977,4,85.75
WV,1978,1,86.51
WV,1978,2,82.03
WV,1978,3,86.77
WV,1978,4,85.95
WV,1979,1,85.97
WV,1979,2,90.33
WV,1979,3,92.23
WV,1979,4,96.20
WV,1980,1,100.00
WV,1980,2,106.44
WV,1980,3,105.65
WV,1980,4,116.38
WV,1981,1,102.05
WV,1981,2,86.82
WV,1981,3,118.07
WV,1981,4,101.94
WV,1982,1,108.32
WV,1982,2,116.94
WV,1982,3,86.13
WV,1982,4,87.71
WV,1983,1,101.34
WV,1983,2,92.68
WV,1983,3,97.84
WV,1983,4,94.91
WV,1984,1,100.65
WV,1984,2,95.66
WV,1984,3,95.99
WV,1984,4,88.88
WV,1985,1,94.66
WV,1985,2,97.91
WV,1985,3,95.53
WV,1985,4,90.90
WV,1986,1,98.90
WV,1986,2,99.01
WV,1986,3,98.25
WV,1986,4,100.63
WV,1987,1,99.92
WV,1987,2,101.75
WV,1987,3,99.24
WV,1987,4,99.60
WV,1988,1,99.34
WV,1988,2,102.55
WV,1988,3,100.45
WV,1988,4,100.56
WV,1989,1,101.90
WV,1989,2,104.77
WV,1989,3,103.69
WV,1989,4,104.38
WV,1990,1,105.72
WV,1990,2,104.88
WV,1990,3,108.85
WV,1990,4,107.36
WV,1991,1,107.71
WV,1991,2,110.79
WV,1991,3,109.34
WV,1991,4,112.34
WV,1992,1,112.77
WV,1992,2,115.12
WV,1992,3,115.96
WV,1992,4,117.23
WV,1993,1,118.05
WV,1993,2,119.91
WV,1993,3,122.25
WV,1993,4,122.56
WV,1994,1,125.17
WV,1994,2,126.52
WV,1994,3,128.59
WV,1994,4,127.57
WV,1995,1,129.60
WV,1995,2,131.66
WV,1995,3,134.22
WV,1995,4,134.80
WV,1996,1,136.31
WV,1996,2,137.75
WV,1996,3,137.64
WV,1996,4,137.55
WV,1997,1,139.20
WV,1997,2,141.38
WV,1997,3,142.04
WV,1997,4,144.31
WV,1998,1,147.06
WV,1998,2,147.05
WV,1998,3,148.90
WV,1998,4,150.61
WV,1999,1,151.18
WV,1999,2,151.36
WV,1999,3,151.52
WV,1999,4,150.67
WV,2000,1,151.84
WV,2000,2,152.85
WV,2000,3,154.22
WV,2000,4,155.78
WV,2001,1,160.17
WV,2001,2,161.65
WV,2001,3,162.55
WV,2001,4,164.04
WV,2002,1,165.04
WV,2002,2,166.79
WV,2002,3,168.40
WV,2002,4,170.83
WV,2003,1,171.36
WV,2003,2,173.21
WV,2003,3,175.52
WV,2003,4,177.07
WV,2004,1,179.90
WV,2004,2,183.45
WV,2004,3,186.83
WV,2004,4,190.17
WV,2005,1,194.38
WV,2005,2,200.33
WV,2005,3,207.15
WV,2005,4,210.40
WV,2006,1,214.31
WV,2006,2,212.44
WV,2006,3,215.42
WV,2006,4,218.69
WV,2007,1,219.20
WV,2007,2,219.30
WV,2007,3,220.04
WV,2007,4,221.16
WV,2008,1,222.15
WV,2008,2,221.73
WV,2008,3,218.18
WV,2008,4,216.24
WV,2009,1,219.37
WV,2009,2,217.43
WV,2009,3,212.45
WV,2009,4,211.75
WV,2010,1,211.80
WV,2010,2,211.86
WV,2010,3,213.02
WV,2010,4,214.06
WV,2011,1,210.32
WV,2011,2,206.42
WV,2011,3,210.15
WV,2011,4,211.00
WV,2012,1,208.82
WV,2012,2,210.17
WV,2012,3,210.92
WV,2012,4,211.49
WV,2013,1,211.14
WV,2013,2,212.28
WV,2013,3,214.52
WV,2013,4,215.48
WV,2014,1,215.94
WV,2014,2,217.04
WV,2014,3,219.10
WV,2014,4,220.29
WV,2015,1,219.13
WV,2015,2,226.62
WV,2015,3,225.18
WV,2015,4,225.41
WV,2016,1,225.64
WV,2016,2,227.84
WV,2016,3,229.86
WV,2016,4,231.50
WV,2017,1,228.86
WV,2017,2,232.63
WV,2017,3,232.90
WV,2017,4,236.49
WY,1975,1,49.37
WY,1975,2,48.36
WY,1975,3,50.26
WY,1975,4,53.00
WY,1976,1,54.46
WY,1976,2,55.71
WY,1976,3,58.64
WY,1976,4,62.08
WY,1977,1,63.30
WY,1977,2,64.75
WY,1977,3,67.02
WY,1977,4,71.46
WY,1978,1,73.31
WY,1978,2,76.53
WY,1978,3,78.60
WY,1978,4,82.23
WY,1979,1,86.97
WY,1979,2,92.76
WY,1979,3,96.38
WY,1979,4,96.34
WY,1980,1,100.00
WY,1980,2,97.55
WY,1980,3,101.74
WY,1980,4,93.33
WY,1981,1,103.11
WY,1981,2,109.12
WY,1981,3,110.82
WY,1981,4,108.66
WY,1982,1,111.89
WY,1982,2,109.44
WY,1982,3,109.54
WY,1982,4,113.12
WY,1983,1,112.01
WY,1983,2,106.08
WY,1983,3,103.67
WY,1983,4,100.40
WY,1984,1,101.87
WY,1984,2,95.99
WY,1984,3,98.48
WY,1984,4,96.40
WY,1985,1,97.80
WY,1985,2,95.76
WY,1985,3,94.11
WY,1985,4,94.49
WY,1986,1,97.97
WY,1986,2,98.21
WY,1986,3,95.21
WY,1986,4,91.27
WY,1987,1,93.37
WY,1987,2,88.69
WY,1987,3,83.46
WY,1987,4,79.60
WY,1988,1,81.65
WY,1988,2,77.31
WY,1988,3,81.87
WY,1988,4,82.20
WY,1989,1,78.09
WY,1989,2,84.16
WY,1989,3,84.02
WY,1989,4,84.38
WY,1990,1,88.87
WY,1990,2,85.99
WY,1990,3,91.68
WY,1990,4,90.02
WY,1991,1,90.15
WY,1991,2,94.03
WY,1991,3,95.52
WY,1991,4,96.57
WY,1992,1,97.41
WY,1992,2,98.73
WY,1992,3,100.86
WY,1992,4,102.88
WY,1993,1,103.31
WY,1993,2,106.13
WY,1993,3,109.33
WY,1993,4,111.69
WY,1994,1,114.31
WY,1994,2,117.03
WY,1994,3,120.97
WY,1994,4,122.17
WY,1995,1,124.27
WY,1995,2,126.85
WY,1995,3,128.63
WY,1995,4,131.46
WY,1996,1,132.75
WY,1996,2,133.67
WY,1996,3,134.95
WY,1996,4,134.90
WY,1997,1,136.21
WY,1997,2,137.48
WY,1997,3,138.47
WY,1997,4,140.66
WY,1998,1,142.79
WY,1998,2,142.47
WY,1998,3,143.32
WY,1998,4,143.57
WY,1999,1,144.50
WY,1999,2,146.88
WY,1999,3,148.24
WY,1999,4,148.50
WY,2000,1,150.64
WY,2000,2,152.27
WY,2000,3,153.41
WY,2000,4,156.96
WY,2001,1,157.94
WY,2001,2,161.12
WY,2001,3,163.56
WY,2001,4,165.56
WY,2002,1,168.70
WY,2002,2,171.33
WY,2002,3,174.27
WY,2002,4,176.02
WY,2003,1,177.92
WY,2003,2,182.03
WY,2003,3,184.70
WY,2003,4,187.95
WY,2004,1,192.01
WY,2004,2,197.03
WY,2004,3,204.19
WY,2004,4,207.96
WY,2005,1,212.76
WY,2005,2,218.85
WY,2005,3,227.11
WY,2005,4,233.42
WY,2006,1,239.90
WY,2006,2,247.27
WY,2006,3,255.08
WY,2006,4,262.09
WY,2007,1,267.50
WY,2007,2,274.90
WY,2007,3,278.37
WY,2007,4,279.72
WY,2008,1,280.77
WY,2008,2,282.45
WY,2008,3,279.88
WY,2008,4,279.71
WY,2009,1,280.03
WY,2009,2,279.46
WY,2009,3,272.50
WY,2009,4,270.36
WY,2010,1,267.05
WY,2010,2,267.58
WY,2010,3,267.50
WY,2010,4,268.06
WY,2011,1,263.98
WY,2011,2,261.76
WY,2011,3,265.28
WY,2011,4,264.85
WY,2012,1,265.23
WY,2012,2,266.55
WY,2012,3,268.13
WY,2012,4,270.47
WY,2013,1,271.68
WY,2013,2,274.75
WY,2013,3,274.63
WY,2013,4,275.92
WY,2014,1,279.09
WY,2014,2,280.84
WY,2014,3,284.32
WY,2014,4,286.53
WY,2015,1,290.00
WY,2015,2,290.02
WY,2015,3,297.11
WY,2015,4,296.57
WY,2016,1,296.37
WY,2016,2,299.94
WY,2016,3,302.64
WY,2016,4,303.16
WY,2017,1,302.31
WY,2017,2,304.38
WY,2017,3,306.25
WY,2017,4,310.57
