Country,Year,Quarter,HPI(1980 as base)
DV_WNC,2012,1,268.82
DV_WNC,2012,2,267.85
DV_WNC,2012,3,270.71
DV_WNC,2012,4,272.30
DV_WNC,2013,1,272.99
DV_WNC,2013,2,275.10
DV_WNC,2013,3,278.02
DV_WNC,2013,4,278.48
DV_WNC,2014,1,279.24
DV_WNC,2014,2,284.11
DV_WNC,2014,3,287.49
DV_WNC,2014,4,288.82
DV_WNC,2015,1,290.44
DV_WNC,2015,2,294.76
DV_WNC,2015,3,298.75
DV_WNC,2015,4,301.02
DV_WNC,2016,1,302.64
DV_WNC,2016,2,308.33
DV_WNC,2016,3,313.00
DV_WNC,2016,4,314.78
DV_WNC,2017,1,317.41
DV_WNC,2017,2,325.88
DV_WNC,2017,3,330.78
DV_WNC,2017,4,332.30
DV_WSC,1975,1,55.01
DV_WSC,1975,2,57.15
DV_WSC,1975,3,55.87
DV_WSC,1975,4,58.01
DV_WSC,1976,1,58.92
DV_WSC,1976,2,62.75
DV_WSC,1976,3,62.51
DV_WSC,1976,4,63.61
DV_WSC,1977,1,65.88
DV_WSC,1977,2,69.26
DV_WSC,1977,3,68.92
DV_WSC,1977,4,72.72
DV_WSC,1978,1,75.61
DV_WSC,1978,2,78.20
DV_WSC,1978,3,81.44
DV_WSC,1978,4,84.87
DV_WSC,1979,1,88.91
DV_WSC,1979,2,92.30
DV_WSC,1979,3,95.35
DV_WSC,1979,4,97.21
DV_WSC,1980,1,100.00
DV_WSC,1980,2,102.50
DV_WSC,1980,3,104.01
DV_WSC,1980,4,105.20
DV_WSC,1981,1,105.71
DV_WSC,1981,2,110.06
DV_WSC,1981,3,113.85
DV_WSC,1981,4,116.30
DV_WSC,1982,1,119.25
DV_WSC,1982,2,120.57
DV_WSC,1982,3,120.60
DV_WSC,1982,4,122.59
DV_WSC,1983,1,123.57
DV_WSC,1983,2,124.37
DV_WSC,1983,3,124.38
DV_WSC,1983,4,124.54
DV_WSC,1984,1,123.59
DV_WSC,1984,2,124.14
DV_WSC,1984,3,125.07
DV_WSC,1984,4,124.67
DV_WSC,1985,1,123.22
DV_WSC,1985,2,123.70
DV_WSC,1985,3,124.20
DV_WSC,1985,4,122.71
DV_WSC,1986,1,125.22
DV_WSC,1986,2,127.07
DV_WSC,1986,3,124.19
DV_WSC,1986,4,122.54
DV_WSC,1987,1,122.84
DV_WSC,1987,2,120.30
DV_WSC,1987,3,115.29
DV_WSC,1987,4,112.48
DV_WSC,1988,1,111.88
DV_WSC,1988,2,113.22
DV_WSC,1988,3,111.09
DV_WSC,1988,4,110.31
DV_WSC,1989,1,110.75
DV_WSC,1989,2,111.51
DV_WSC,1989,3,113.55
DV_WSC,1989,4,113.04
DV_WSC,1990,1,112.76
DV_WSC,1990,2,113.66
DV_WSC,1990,3,114.16
DV_WSC,1990,4,113.61
DV_WSC,1991,1,114.74
DV_WSC,1991,2,116.19
DV_WSC,1991,3,116.48
DV_WSC,1991,4,118.11
DV_WSC,1992,1,119.70
DV_WSC,1992,2,119.51
DV_WSC,1992,3,121.48
DV_WSC,1992,4,122.15
DV_WSC,1993,1,122.68
DV_WSC,1993,2,124.12
DV_WSC,1993,3,125.77
DV_WSC,1993,4,127.21
DV_WSC,1994,1,128.29
DV_WSC,1994,2,129.38
DV_WSC,1994,3,129.68
DV_WSC,1994,4,129.47
DV_WSC,1995,1,129.91
DV_WSC,1995,2,132.33
DV_WSC,1995,3,134.07
DV_WSC,1995,4,135.02
DV_WSC,1996,1,136.59
DV_WSC,1996,2,136.84
DV_WSC,1996,3,137.29
DV_WSC,1996,4,138.13
DV_WSC,1997,1,138.95
DV_WSC,1997,2,140.03
DV_WSC,1997,3,141.45
DV_WSC,1997,4,143.28
DV_WSC,1998,1,145.38
DV_WSC,1998,2,146.35
DV_WSC,1998,3,148.63
DV_WSC,1998,4,150.31
DV_WSC,1999,1,151.54
DV_WSC,1999,2,153.84
DV_WSC,1999,3,155.90
DV_WSC,1999,4,157.26
DV_WSC,2000,1,159.33
DV_WSC,2000,2,161.46
DV_WSC,2000,3,163.66
DV_WSC,2000,4,165.44
DV_WSC,2001,1,169.88
DV_WSC,2001,2,171.87
DV_WSC,2001,3,173.33
DV_WSC,2001,4,175.19
DV_WSC,2002,1,175.82
DV_WSC,2002,2,177.27
DV_WSC,2002,3,180.03
DV_WSC,2002,4,182.11
DV_WSC,2003,1,183.23
DV_WSC,2003,2,184.63
DV_WSC,2003,3,185.62
DV_WSC,2003,4,187.25
DV_WSC,2004,1,188.64
DV_WSC,2004,2,190.74
DV_WSC,2004,3,192.62
DV_WSC,2004,4,195.15
DV_WSC,2005,1,196.53
DV_WSC,2005,2,199.90
DV_WSC,2005,3,203.42
DV_WSC,2005,4,206.44
DV_WSC,2006,1,209.27
DV_WSC,2006,2,212.81
DV_WSC,2006,3,215.83
DV_WSC,2006,4,218.76
DV_WSC,2007,1,221.43
DV_WSC,2007,2,224.39
DV_WSC,2007,3,225.30
DV_WSC,2007,4,226.90
DV_WSC,2008,1,228.06
DV_WSC,2008,2,228.41
DV_WSC,2008,3,227.09
DV_WSC,2008,4,227.60
DV_WSC,2009,1,230.43
DV_WSC,2009,2,228.61
DV_WSC,2009,3,226.20
DV_WSC,2009,4,225.87
DV_WSC,2010,1,224.15
DV_WSC,2010,2,224.08
DV_WSC,2010,3,225.71
DV_WSC,2010,4,224.75
DV_WSC,2011,1,221.31
DV_WSC,2011,2,220.35
DV_WSC,2011,3,221.70
DV_WSC,2011,4,222.68
DV_WSC,2012,1,222.44
DV_WSC,2012,2,223.37
DV_WSC,2012,3,225.58
DV_WSC,2012,4,227.04
DV_WSC,2013,1,228.13
DV_WSC,2013,2,231.31
DV_WSC,2013,3,234.48
DV_WSC,2013,4,236.05
DV_WSC,2014,1,239.29
DV_WSC,2014,2,243.95
DV_WSC,2014,3,247.95
DV_WSC,2014,4,250.43
DV_WSC,2015,1,253.68
DV_WSC,2015,2,259.05
DV_WSC,2015,3,263.88
DV_WSC,2015,4,266.23
DV_WSC,2016,1,269.21
DV_WSC,2016,2,275.48
DV_WSC,2016,3,280.39
DV_WSC,2016,4,283.22
DV_WSC,2017,1,286.41
DV_WSC,2017,2,295.10
DV_WSC,2017,3,299.13
DV_WSC,2017,4,301.59
USA,1975,1,59.76
USA,1975,2,61.16
USA,1975,3,61.27
USA,1975,4,62.37
USA,1976,1,62.85
USA,1976,2,65.47
USA,1976,3,66.55
USA,1976,4,67.26
USA,1977,1,69.43
USA,1977,2,72.67
USA,1977,3,74.36
USA,1977,4,77.20
USA,1978,1,79.53
USA,1978,2,82.73
USA,1978,3,85.21
USA,1978,4,87.44
USA,1979,1,91.38
USA,1979,2,94.35
USA,1979,3,96.42
USA,1979,4,98.23
USA,1980,1,100.00
USA,1980,2,101.55
USA,1980,3,104.47
USA,1980,4,104.75
USA,1981,1,105.30
USA,1981,2,107.42
USA,1981,3,109.25
USA,1981,4,109.15
USA,1982,1,110.96
USA,1982,2,111.87
USA,1982,3,110.86
USA,1982,4,112.25
USA,1983,1,114.25
USA,1983,2,115.45
USA,1983,3,116.40
USA,1983,4,117.05
USA,1984,1,118.83
USA,1984,2,120.39
USA,1984,3,121.49
USA,1984,4,122.49
USA,1985,1,124.20
USA,1985,2,126.11
USA,1985,3,128.08
USA,1985,4,129.48
USA,1986,1,131.98
USA,1986,2,134.73
USA,1986,3,136.77
USA,1986,4,138.88
USA,1987,1,141.63
USA,1987,2,143.82
USA,1987,3,145.45
USA,1987,4,146.37
USA,1988,1,148.68
USA,1988,2,151.63
USA,1988,3,153.19
USA,1988,4,154.61
USA,1989,1,156.40
USA,1989,2,158.56
USA,1989,3,161.92
USA,1989,4,163.27
USA,1990,1,164.18
USA,1990,2,164.85
USA,1990,3,165.85
USA,1990,4,165.21
USA,1991,1,166.57
USA,1991,2,167.70
USA,1991,3,167.99
USA,1991,4,170.36
USA,1992,1,171.67
USA,1992,2,171.64
USA,1992,3,173.60
USA,1992,4,174.48
USA,1993,1,174.54
USA,1993,2,176.21
USA,1993,3,177.63
USA,1993,4,179.09
USA,1994,1,180.23
USA,1994,2,181.33
USA,1994,3,182.07
USA,1994,4,181.92
USA,1995,1,182.89
USA,1995,2,185.87
USA,1995,3,188.73
USA,1995,4,190.21
USA,1996,1,192.36
USA,1996,2,192.69
USA,1996,3,193.55
USA,1996,4,195.06
USA,1997,1,196.68
USA,1997,2,198.33
USA,1997,3,201.06
USA,1997,4,203.67
USA,1998,1,206.70
USA,1998,2,208.57
USA,1998,3,211.48
USA,1998,4,213.98
USA,1999,1,216.23
USA,1999,2,219.13
USA,1999,3,222.23
USA,1999,4,224.54
USA,2000,1,228.82
USA,2000,2,232.55
USA,2000,3,236.78
USA,2000,4,240.43
USA,2001,1,246.35
USA,2001,2,250.48
USA,2001,3,254.37
USA,2001,4,257.52
USA,2002,1,261.22
USA,2002,2,265.65
USA,2002,3,270.92
USA,2002,4,274.77
USA,2003,1,278.11
USA,2003,2,281.49
USA,2003,3,285.80
USA,2003,4,293.89
USA,2004,1,298.47
USA,2004,2,305.71
USA,2004,3,317.41
USA,2004,4,324.17
USA,2005,1,331.64
USA,2005,2,342.23
USA,2005,3,352.55
USA,2005,4,360.55
USA,2006,1,366.28
USA,2006,2,370.01
USA,2006,3,373.08
USA,2006,4,376.88
USA,2007,1,378.25
USA,2007,2,378.00
USA,2007,3,373.79
USA,2007,4,372.63
USA,2008,1,369.95
USA,2008,2,360.66
USA,2008,3,349.34
USA,2008,4,346.16
USA,2009,1,348.71
USA,2009,2,339.48
USA,2009,3,330.50
USA,2009,4,328.05
USA,2010,1,324.12
USA,2010,2,321.23
USA,2010,3,324.29
USA,2010,4,321.93
USA,2011,1,313.09
USA,2011,2,307.67
USA,2011,3,309.99
USA,2011,4,311.34
USA,2012,1,308.07
USA,2012,2,306.84
USA,2012,3,310.80
USA,2012,4,313.31
USA,2013,1,314.96
USA,2013,2,319.92
USA,2013,3,325.00
USA,2013,4,327.82
USA,2014,1,330.76
USA,2014,2,337.11
USA,2014,3,342.04
USA,2014,4,344.89
USA,2015,1,348.34
USA,2015,2,354.61
USA,2015,3,360.15
USA,2015,4,363.49
USA,2016,1,366.95
USA,2016,2,374.33
USA,2016,3,380.96
USA,2016,4,384.56
USA,2017,1,388.61
USA,2017,2,399.05
USA,2017,3,405.45
USA,2017,4,408.91
